Year,Town,Census Units,Government Assisted,Tenant Rental Assistance,Deed Restricted Units,Total Assisted Units,Percent Affordable
2012,Thompson,4171,150,13,0,246,5.9
2012,Tolland,5451,97,1,3,180,3.3
2012,Torrington,16761,1082,297,17,2007,11.97
2012,Trumbull,13157,315,12,314,676,5.14
2012,Union,388,0,0,0,9,2.32
2012,Vernon,13896,1386,533,12,2283,16.43
2012,Voluntown,1127,20,2,0,45,3.99
2012,Wallingford,18945,482,140,35,955,5.04
2012,Warren,811,0,0,0,4,0.49
2012,Washington,2124,14,0,23,37,1.74
2012,Waterbury,47991,4870,3149,326,10601,22.09
2012,Waterford,8634,123,17,0,348,4.03
2012,Watertown,9096,206,24,0,364,4
2012,West Hartford,26396,541,943,287,2075,7.86
2012,West Haven,22446,1024,1503,0,2942,13.11
2012,Westbrook,3937,140,8,24,185,4.7
2012,Weston,3674,0,1,0,1,0.03
2012,Westport,10399,245,20,15,282,2.71
2012,Wethersfield,11677,625,127,0,968,8.29
2012,Willington,2637,160,2,0,199,7.55
2012,Wilton,6475,84,5,140,236,3.64
2012,Winchester,5613,316,269,0,707,12.6
2012,Windham,9570,1692,436,0,2576,26.92
2012,Windsor,11767,154,282,26,841,7.15
2012,Windsor Locks,5429,137,178,0,497,9.15
2012,Wolcott,6276,312,3,0,436,6.95
2012,Woodbridge,3478,30,3,0,39,1.12
2012,Woodbury,4564,60,4,0,83,1.82
2012,Woodstock,3582,24,3,0,79,2.21
2011,Andover,1317,24,1,0,45,3.42
2011,Ansonia,8148,372,699,9,1186,14.56
2011,Ashford,1903,32,1,0,68,3.57
2011,Avon,7389,240,5,0,266,3.6
2011,Barkhamsted,1589,0,3,0,14,0.88
2011,Beacon Falls,2509,0,6,0,31,1.24
2011,Berlin,8140,468,30,6,586,7.2
2011,Bethany,2044,0,0,0,1,0.05
2011,Bethel,7310,250,9,63,379,5.18
2011,Bethlehem,1575,24,0,0,24,1.52
2011,Bloomfield,9019,584,147,0,1026,11.38
2011,Bolton,2015,0,3,0,18,0.89
2011,Bozrah,1059,0,4,0,20,1.89
2011,Branford,13972,232,46,0,452,3.24
2011,Bridgeport,57012,5604,3724,15,10307,18.08
2011,Bridgewater,881,0,0,0,2,0.23
2011,Bristol,27011,1771,791,0,3576,13.24
2011,Brookfield,6562,35,6,52,131,2
2011,Brooklyn,3235,233,9,0,305,9.43
2011,Burlington,3389,28,0,0,53,1.56
2011,Canaan,779,25,0,1,35,4.49
2011,Canterbury,2043,76,1,0,108,5.29
2011,Canton,4339,211,20,32,315,7.26
2011,Chaplin,988,0,1,0,24,2.43
2011,Cheshire,10424,237,5,17,329,3.16
2011,Chester,1923,23,2,0,34,1.77
2011,Clinton,6065,84,5,0,131,2.16
2011,Colchester,6182,364,26,0,474,7.67
2011,Colebrook,722,0,0,1,8,1.11
2011,Columbia,2308,24,4,0,65,2.82
2011,Cornwall,1007,18,0,0,18,1.79
2011,Coventry,5099,104,5,20,245,4.8
2011,Cromwell,6001,212,6,0,417,6.95
2011,Danbury,31154,1586,952,273,3126,10.03
2011,Darien,7074,83,8,93,185,2.62
2011,Deep River,2096,26,4,0,52,2.48
2011,Derby,5849,259,305,0,627,10.72
2011,Durham,2694,33,1,0,45,1.67
2011,East Granby,2152,72,1,0,103,4.79
2011,East Haddam,4508,73,3,1,104,2.31
2011,East Hampton,5485,70,1,25,165,3.01
2011,East Hartford,21328,1577,835,0,3320,15.57
2011,East Haven,12533,421,254,0,969,7.73
2011,East Lyme,8458,342,61,10,491,5.81
2011,East Windsor,5045,558,27,14,691,13.7
2011,Eastford,793,0,0,0,16,2.02
2011,Easton,2715,0,33,11,44,1.62
2011,Ellington,6665,260,6,0,335,5.03
2011,Enfield,17558,1340,215,7,2108,12.01
2011,Essex,3261,36,4,0,48,1.47
2011,Fairfield,21648,241,182,117,569,2.63
2011,Farmington,11106,456,110,154,837,7.54
2011,Franklin,771,0,1,0,16,2.08
2011,Glastonbury,13656,582,49,0,753,5.51
2011,Goshen,1664,1,1,0,7,0.42
2011,Granby,4360,85,1,5,125,2.87
2011,Greenwich,25631,837,359,54,1252,4.88
2011,Griswold,5118,136,42,0,318,6.21
2011,Groton,17978,3267,56,10,3670,20.41
2011,Guilford,9596,168,5,0,201,2.09
2011,Haddam,3504,22,1,0,37,1.06
2011,Hamden,25114,684,514,4,1650,6.57
2011,Hampton,793,0,0,0,16,2.02
2011,Hartford,51822,9415,7577,0,18432,35.57
2011,Hartland,856,2,0,0,6,0.7
2011,Harwinton,2282,23,1,0,45,1.97
2011,Hebron,3567,59,3,0,92,2.58
2011,Kent,1665,48,1,24,77,4.62
2011,Killingly,7592,530,124,0,905,11.92
2011,Killingworth,2598,0,1,5,11,0.42
2011,Lebanon,3125,26,5,0,78,2.5
2011,Ledyard,5987,32,7,0,197,3.29
2011,Lisbon,1730,2,0,0,37,2.14
2011,Litchfield,3975,140,2,29,182,4.58
2011,Lyme,1223,0,0,7,9,0.74
2011,Madison,8049,90,1,29,127,1.58
2011,Manchester,25996,1813,1011,36,3743,14.4
2011,Mansfield,6017,417,159,2,654,10.87
2011,Marlborough,2389,24,0,0,40,1.67
2011,Meriden,25892,1769,970,11,3772,14.57
2011,Middlebury,2892,76,3,8,95,3.28
2011,Middlefield,1863,30,0,1,41,2.2
2011,Middletown,21223,2814,1295,25,4724,22.26
2011,Milford,23074,822,285,85,1404,6.08
2011,Monroe,6918,35,1,1,55,0.8
2011,Montville,7407,81,30,0,288,3.89
2011,Morris,1314,20,2,0,22,1.67
2011,Naugatuck,13061,492,273,0,1066,8.16
2011,New Britain,31226,3183,1457,396,6189,19.82
2011,New Canaan,7551,140,10,31,183,2.42
2011,New Fairfield,5593,0,0,13,35,0.63
2011,New Hartford,2923,12,0,15,63,2.16
2011,New Haven,54967,8210,6116,487,15940,29
2011,New London,11840,1672,155,69,2353,19.87
2011,New Milford,11731,233,221,16,577,4.92
2011,Newington,13011,426,84,36,912,7.01
2011,Newtown,10061,134,4,15,173,1.72
2011,Norfolk,967,28,0,0,31,3.21
2011,North Branford,5629,62,8,0,122,2.17
2011,North Canaan,1587,101,0,0,108,6.81
2011,North Haven,9491,343,29,1,447,4.71
2011,North Stonington,2306,0,1,0,18,0.78
2011,Norwalk,35415,2248,982,559,4027,11.37
2011,Norwich,18659,1906,707,0,3130,16.77
2011,Old Lyme,5021,60,1,3,69,1.37
2011,Old Saybrook,5602,50,5,1,71,1.27
2011,Orange,5345,46,4,0,59,1.1
2011,Oxford,4746,36,1,0,45,0.95
2011,Plainfield,6229,378,225,0,864,13.87
2011,Plainville,8063,223,24,53,602,7.47
2011,Plymouth,5109,179,5,0,326,6.38
2011,Pomfret,1684,32,2,0,45,2.67
2011,Portland,4077,185,91,0,324,7.95
2011,Preston,2019,40,3,0,77,3.81
2011,Prospect,3474,0,4,0,26,0.75
2011,Putnam,4299,383,64,0,548,12.75
2011,Redding,3811,0,0,0,0,0
2011,Ridgefield,9420,179,0,20,207,2.2
2011,Rocky Hill,8843,236,23,0,432,4.89
2011,Roxbury,1167,19,0,0,20,1.71
2011,Salem,1635,1,0,0,26,1.59
2011,Salisbury,2593,16,0,10,30,1.16
2011,Scotland,680,0,0,0,9,1.32
2011,Seymour,6968,262,25,0,370,5.31
2011,Sharon,1775,20,1,0,25,1.41
2011,Shelton,16146,254,16,82,435,2.69
2011,Sherman,1831,0,1,0,2,0.11
2011,Simsbury,9123,241,12,0,311,3.41
2011,Somers,3479,54,7,0,77,2.21
2011,South Windsor,10243,427,53,0,715,6.98
2011,Southbury,9091,89,2,0,103,1.13
2011,Southington,17447,609,41,51,982,5.63
2011,Sprague,1248,20,9,0,59,4.73
2011,Stafford,5124,178,12,0,330,6.44
2011,Stamford,50573,4618,1645,1221,7793,15.41
2011,Sterling,1511,0,3,9,33,2.18
2011,Stonington,9467,296,16,0,361,3.81
2011,Stratford,21091,524,365,33,1181,5.6
2011,Suffield,5469,212,0,15,268,4.9
2011,Thomaston,3276,105,3,0,191,5.83
2011,Thompson,4171,150,12,0,216,5.18
2011,Tolland,5451,97,2,3,171,3.14
2011,Torrington,16761,1082,301,17,2011,12
2011,Trumbull,13157,315,13,274,637,4.84
2011,Union,388,0,0,0,6,1.55
2011,Vernon,13896,1386,519,12,2269,16.33
2011,Voluntown,1127,20,2,0,43,3.82
2011,Wallingford,18945,482,141,35,957,5.05
2011,Warren,811,0,0,0,2,0.25
2011,Washington,2124,14,0,23,37,1.74
2011,Waterbury,47991,4870,3110,333,10569,22.02
2011,Waterford,8634,123,13,0,328,3.8
2011,Watertown,9096,206,19,0,359,3.95
2011,West Hartford,26396,541,942,282,2069,7.84
2011,West Haven,22446,1024,1380,0,2819,12.56
2011,Westbrook,3937,140,7,24,184,4.67
2011,Weston,3674,0,1,0,1,0.03
2011,Westport,10399,245,20,15,282,2.71
2011,Wethersfield,11677,625,127,0,968,8.29
2011,Willington,2637,160,4,0,196,7.43
2011,Wilton,6475,84,4,70,165,2.55
2011,Winchester,5613,316,248,0,680,12.11
2011,Windham,9570,1692,560,0,2679,27.99
2011,Windsor,11767,154,245,0,778,6.61
2011,Windsor Locks,5429,137,149,0,468,8.62
2011,Wolcott,6276,312,4,0,437,6.96
2011,Woodbridge,3478,30,5,0,41,1.18
2011,Woodbury,4564,60,4,0,83,1.82
2011,Woodstock,3582,24,3,0,66,1.84
2021,Andover,1317,24,1,0,54,4.1
2021,Ansonia,8148,366,799,0,1303,15.99
2021,Ashford,1903,32,0,0,64,3.36
2021,Avon,7389,244,21,1,302,4.09
2021,Barkhamsted,1589,0,5,0,26,1.64
2021,Beacon Falls,2509,0,4,0,42,1.67
2021,Berlin,8140,556,50,4,734,9.02
2021,Bethany,2044,0,2,0,13,0.64
2021,Bethel,7310,192,30,87,441,6.03
2021,Bethlehem,1575,24,0,0,29,1.84
2021,Bloomfield,9019,574,114,0,991,10.99
2021,Bolton,2015,0,2,0,31,1.54
2021,Bozrah,1059,0,3,0,30,2.83
2021,Branford,13972,243,73,9,477,3.41
2021,Bridgeport,57012,6949,4351,19,12134,21.28
2021,Bridgewater,881,0,0,0,1,0.11
2021,Bristol,27011,2006,950,0,3987,14.76
2021,Brookfield,6562,155,22,77,351,5.35
2021,Brooklyn,3235,232,10,0,305,9.43
2021,Burlington,3389,27,0,0,71,2.1
2021,Canaan,779,1,3,1,9,1.16
2021,Canterbury,2043,76,1,0,138,6.75
2021,Canton,4339,251,31,32,362,8.34
2021,Chaplin,988,0,2,0,37,3.74
2021,Cheshire,10424,258,23,17,386,3.7
2021,Chester,1923,23,4,0,42,2.18
2021,Clinton,6065,105,8,0,173,2.85
2021,Colchester,6182,364,37,4,537,8.69
2021,Colebrook,722,0,1,1,8,1.11
2021,Columbia,2308,24,2,0,83,3.6
2021,Cornwall,1007,28,2,0,36,3.57
2021,Coventry,5099,103,4,20,247,4.84
2021,Cromwell,6001,212,9,0,394,6.57
2021,Danbury,31154,1652,1258,221,3596,11.54
2021,Darien,7074,161,14,104,281,3.97
2021,Deep River,2096,26,6,0,64,3.05
2021,Derby,5849,275,314,0,691,11.81
2021,Durham,2694,36,1,0,63,2.34
2021,East Granby,2152,72,2,0,116,5.39
2021,East Haddam,4508,73,2,0,134,2.97
2021,East Hampton,5485,64,7,25,179,3.26
2021,East Hartford,21328,1593,809,0,3366,15.78
2021,East Haven,12533,542,167,0,983,7.84
2021,East Lyme,8458,396,19,19,520,6.15
2021,East Windsor,5045,559,37,0,698,13.84
2021,Eastford,793,0,0,0,10,1.26
2021,Easton,2715,0,0,15,18,0.66
2021,Ellington,6665,260,5,0,369,5.54
2021,Enfield,17558,1360,221,7,2180,12.42
2021,Essex,3261,75,2,16,109,3.34
2021,Fairfield,21648,231,139,182,608,2.81
2021,Farmington,11106,470,115,155,868,7.82
2021,Franklin,771,27,2,0,48,6.23
2021,Glastonbury,13656,604,49,2,763,5.59
2021,Goshen,1664,1,1,0,6,0.36
2021,Granby,4360,85,2,5,138,3.17
2021,Greenwich,25631,879,458,38,1388,5.42
2021,Griswold,5118,222,57,0,423,8.26
2021,Groton,17978,3727,103,10,4175,23.22
2021,Guilford,9596,186,10,0,228,2.38
2021,Haddam,3504,22,1,0,50,1.43
2021,Hamden,25114,1048,818,4,2343,9.33
2021,Hampton,793,0,1,0,12,1.51
2021,Hartford,51822,10733,8723,0,20897,40.32
2021,Hartland,856,2,0,0,8,0.93
2021,Harwinton,2282,22,6,5,67,2.94
2021,Hebron,3567,58,3,0,105,2.94
2021,Kent,1665,58,4,0,66,3.96
2021,Killingly,7592,467,152,0,786,10.35
2021,Killingworth,2598,0,0,5,21,0.81
2021,Lebanon,3125,26,3,0,105,3.36
2021,Ledyard,5987,32,12,6,260,4.34
2021,Lisbon,1730,2,0,0,60,3.47
2021,Litchfield,3975,140,3,19,192,4.83
2021,Lyme,1223,0,0,8,13,1.06
2021,Madison,8049,90,3,33,135,1.68
2021,Manchester,25996,1871,979,32,3754,14.44
2021,Mansfield,6017,175,128,2,385,6.4
2021,Marlborough,2389,24,0,0,48,2.01
2021,Meriden,25892,1976,1360,11,4303,16.62
2021,Middlebury,2892,77,5,20,120,4.15
2021,Middlefield,1863,30,3,1,52,2.79
2021,Middletown,21223,3116,1129,25,4756,22.41
2021,Milford,23074,728,244,74,1214,5.26
2021,Monroe,6918,35,5,8,92,1.33
2021,Montville,7407,81,54,0,382,5.16
2021,Morris,1314,20,3,0,28,2.13
2021,Naugatuck,13061,493,305,0,1142,8.74
2021,New Britain,31226,3017,1583,100,5809,18.6
2021,New Canaan,7551,175,19,21,220,2.91
2021,New Fairfield,5593,0,2,17,72,1.29
2021,New Hartford,2923,12,3,15,77,2.63
2021,New Haven,54967,9652,7142,457,18142,33.01
2021,New London,11840,1600,490,101,2666,22.52
2021,New Milford,11731,319,41,20,533,4.54
2021,Newington,13011,531,128,36,1132,8.7
2021,Newtown,10061,134,7,32,253,2.51
2021,Norfolk,967,21,1,0,27,2.79
2021,North Branford,5629,62,14,0,121,2.15
2021,North Canaan,1587,148,0,0,162,10.21
2021,North Haven,9491,393,51,23,552,5.82
2021,North Stonington,2306,0,1,6,28,1.21
2021,Norwalk,35415,2245,1546,667,4843,13.67
2021,Norwich,18659,2296,796,0,3608,19.34
2021,Old Lyme,5021,64,2,3,83,1.65
2021,Old Saybrook,5602,52,15,73,161,2.87
2021,Orange,5345,46,10,6,72,1.35
2021,Oxford,4746,36,3,0,65,1.37
2021,Plainfield,6229,377,196,4,768,12.33
2021,Plainville,8063,205,46,22,555,6.88
2021,Plymouth,5109,178,20,0,372,7.28
2021,Pomfret,1684,32,2,0,47,2.79
2021,Portland,4077,185,90,0,339,8.31
2021,Preston,2019,40,5,0,83,4.11
2021,Prospect,3474,0,4,45,92,2.65
2021,Putnam,4299,413,63,0,546,12.7
2021,Redding,3811,0,2,0,17,0.45
2021,Ridgefield,9420,175,6,79,286,3.04
2021,Rocky Hill,8843,235,62,0,454,5.13
2021,Roxbury,1167,19,0,0,24,2.06
2021,Salem,1635,0,4,0,34,2.08
2021,Salisbury,2593,24,0,14,40,1.54
2021,Scotland,680,0,1,0,29,4.26
2021,Seymour,6968,262,29,0,389,5.58
2021,Sharon,1775,32,1,0,36,2.03
2021,Shelton,16146,254,40,82,494,3.06
2021,Sherman,1831,0,1,0,7,0.38
2021,Simsbury,9123,289,63,0,438,4.8
2021,Somers,3479,146,7,0,186,5.35
2021,South Windsor,10243,443,57,12,698,6.81
2021,Southbury,9091,90,7,0,128,1.41
2021,Southington,17447,499,62,54,932,5.34
2021,Sprague,1248,20,12,1,57,4.57
2021,Stafford,5124,257,20,0,392,7.65
2021,Stamford,50573,4219,2073,1270,7945,15.71
2021,Sterling,1511,0,6,0,27,1.79
2021,Stonington,9467,441,19,2,541,5.71
2021,Stratford,21091,524,425,33,1326,6.29
2021,Suffield,5469,296,6,15,365,6.67
2021,Thomaston,3276,104,5,0,206,6.29
2021,Thompson,4171,151,13,0,206,4.94
2021,Tolland,5451,127,12,3,237,4.35
2021,Torrington,16761,912,328,17,1770,10.56
2021,Trumbull,13157,315,19,315,731,5.56
2021,Union,388,0,0,0,6,1.55
2021,Vernon,13896,1509,470,12,2339,16.83
2021,Voluntown,1127,20,1,0,43,3.82
2021,Wallingford,18945,354,142,35,827,4.37
2021,Warren,811,0,0,0,1,0.12
2021,Washington,2124,17,2,23,45,2.12
2021,Waterbury,47991,5385,3156,48,10186,21.22
2021,Waterford,8634,213,33,0,485,5.62
2021,Watertown,9096,205,33,0,454,4.99
2021,West Hartford,26396,643,852,250,2065,7.82
2021,West Haven,22446,1024,2119,0,3538,15.76
2021,Westbrook,3937,140,5,29,203,5.16
2021,Weston,3674,0,2,0,8,0.22
2021,Westport,10399,265,60,63,390,3.75
2021,Wethersfield,11677,705,109,0,1072,9.18
2021,Willington,2637,160,6,0,201,7.62
2021,Wilton,6475,158,9,51,232,3.58
2021,Winchester,5613,350,170,0,604,10.76
2021,Windham,9570,1776,597,0,2711,28.33
2021,Windsor,11767,154,288,26,888,7.55
2021,Windsor Locks,5429,297,154,0,675,12.43
2021,Wolcott,6276,313,14,0,501,7.98
2021,Woodbridge,3478,30,8,0,41,1.18
2021,Woodbury,4564,60,4,0,91,1.99
2021,Woodstock,3582,24,0,0,52,1.45
2022,Ansonia,8148,230,816,0,1178,14.46
2022,Bloomfield,9019,612,115,0,1004,11.13
2022,Bridgeport,57012,7020,4321,15,12100,21.22
2022,Bristol,27011,2006,965,0,3934,14.56
2022,Danbury,31154,1652,1292,210,3544,11.38
2022,Derby,5849,275,316,0,680,11.63
2022,East Hartford,21328,1593,826,0,3338,15.65
2022,East Windsor,5045,559,43,0,704,13.95
2022,Enfield,17558,1360,231,7,2142,12.2
2022,Groton,17978,3727,100,10,4149,23.08
2022,Hartford,51822,10620,9132,0,21122,40.76
2022,Killingly,7592,467,160,0,768,10.12
2022,Manchester,25996,1864,1011,32,3728,14.34
2022,Meriden,25892,2057,1426,11,4399,16.99
2022,Middletown,21223,3118,1167,25,4753,22.4
2022,New Britain,31226,3017,1692,91,5848,18.73
2022,New Haven,54967,9621,7498,391,18343,33.37
2022,New London,11840,1620,501,131,2700,22.8
2022,Norwalk,35415,2423,1619,698,5085,14.36
2022,Norwich,18659,2350,767,0,3616,19.38
2022,Plainfield,6229,429,192,4,794,12.75
2022,Putnam,4299,413,69,0,543,12.63
2022,Stamford,50573,4217,2033,1268,7863,15.55
2022,Torrington,16761,912,322,17,1733,10.34
2022,Vernon,13896,1509,464,12,2307,16.6
2022,Waterbury,47991,5385,3205,39,10107,21.06
2022,West Haven,22446,1024,2112,0,3486,15.53
2022,Windham,9570,1776,586,0,2672,27.92
2022,Windsor Locks,5429,297,166,0,669,12.32
2022,Andover,1317,24,1,0,52,3.95
2022,Ashford,1903,32,0,0,62,3.26
2022,Avon,7389,244,24,2,299,4.05
2022,Barkhamsted,1589,0,5,0,26,1.64
2022,Beacon Falls,2509,0,6,0,39,1.55
2022,Berlin,8140,556,48,4,716,8.8
2022,Bethany,2044,0,2,0,10,0.49
2022,Bethel,7310,192,34,84,429,5.87
2022,Bethlehem,1575,24,0,0,28,1.78
2022,Bolton,2015,0,0,0,28,1.39
2022,Bozrah,1059,0,3,0,27,2.55
2022,Branford,13972,243,65,9,446,3.19
2022,Bridgewater,881,0,0,0,1,0.11
2022,Brookfield,6562,155,23,112,373,5.68
2022,Brooklyn,3235,205,13,0,277,8.56
2022,Burlington,3389,27,0,0,71,2.1
2022,Canaan,779,1,2,3,10,1.28
2022,Canterbury,2043,76,0,0,127,6.22
2022,Canton,4339,251,32,32,360,8.3
2022,Chaplin,988,0,3,0,33,3.34
2022,Cheshire,10424,258,21,17,369,3.54
2022,Chester,1923,23,4,0,39,2.03
2022,Clinton,6065,105,8,0,170,2.8
2022,Colchester,6182,364,38,4,522,8.44
2022,Colebrook,722,0,0,1,8,1.11
2022,Columbia,2308,24,2,0,68,2.95
2022,Cornwall,1007,28,2,0,36,3.57
2022,Coventry,5099,103,3,20,239,4.69
2022,Cromwell,6001,212,9,0,372,6.2
2022,Darien,7074,161,17,117,296,4.18
2022,Deep River,2096,44,7,0,79,3.77
2022,Durham,2694,36,1,0,59,2.19
2022,East Granby,2152,72,2,0,109,5.07
2022,East Haddam,4508,73,1,0,121,2.68
2022,East Hampton,5485,70,8,25,179,3.26
